"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
26,"NCT05269732","CBT for Postpartum Depression and Infant Emotion Regulation",,"Recruiting","No Results Available","Postpartum Depression","Behavioral: Group Cognitive Behavioural Therapy (CBT)","Infant Temperament|Infant emotion regulation|Maternal Depression|Maternal Anxiety|Brain-to-brain Synchrony (fNIRS)|The Face-to-Face Stillage Paradigm (FFSP)|Parent-Child Early Relational Assessment (PCERA)|Epigenetic Analyses","McMaster University","Female","18 Years to 99 Years   (Adult, Older Adult)","Not Applicable","172","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","PIER CBT","June 17, 2022","December 31, 2025","December 31, 2025","March 8, 2022",,"August 29, 2023","McMaster University, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT05269732"
27,"NCT05997953","Screening of Postpartum Depression in Egyptian Women",,"Recruiting","No Results Available","Postpartum Depression","Other: Edinburgh Postnatal Depression Scale","Number screening positive for possible postpartum depression by Arabic EPDS|Sociodemographic, clinical, and psychosocial predictors of postpartum depression risk","Al-Azhar University","Female","18 Years to 45 Years   (Adult)",,"2000","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","520235","July 1, 2023","June 1, 2024","August 1, 2024","August 18, 2023",,"August 18, 2023","Faculty od Medicine, Department of Obstetrics and Gynecology., Cairo, Cairo., Egypt",,"https://ClinicalTrials.gov/show/NCT05997953"
28,"NCT05766475","In-person vs. Virtual Delivery of a Group-based Prevention of Postpartum Depression",,"Recruiting","No Results Available","Postpartum Depression","Behavioral: ROSE Program: In Person|Behavioral: ROSE Program: Virtual","Symptom Checklist 20 (SCL 20)|Center for Epidemiologic Studies Depression Scale (CES-D)","University of Denver|National Institute of Mental Health (NIMH)|Denver Health Medical Center","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","900","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","1916994-3|R01MH130976-01","March 13, 2023","June 2027","June 2027","March 13, 2023",,"May 17, 2023","Denver Health Medical Center, Denver, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT05766475"
29,"NCT05585164","Engage & Connect: A Psychotherapy for Postpartum Depression",,"Recruiting","No Results Available","Postpartum Depression","Behavioral: Engage & Connect","Change in Edinburgh Postnatal Depression Scale (EPDS)|Change in Behavioral Activation for Depression Scale (BADS)|Change in Social Reward Processing on STAR task","Weill Medical College of Cornell University","Female","Child, Adult, Older Adult","Not Applicable","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","22-04024696","November 1, 2022","July 2025","July 2027","October 18, 2022",,"October 23, 2023","Weill Cornell Medicine, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT05585164"
30,"NCT05133583","Effect of Laughter Yoga Therapy on Postpartum Depression",,"Completed","No Results Available","Postpartum Depression","Other: Laughter yoga","Effect of Laughter Yoga therapy on postpartum Depression","Adiyaman University Research Hospital","Female","19 Years to 60 Years   (Adult)","Not Applicable","104","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Single (Participant)|Primary Purpose: Supportive Care","lokman hekim","April 20, 2021","June 2, 2021","September 10, 2021","November 24, 2021",,"November 24, 2021","Didem Simsek Kucukkelepce, Adiyaman, Turkey",,"https://ClinicalTrials.gov/show/NCT05133583"
31,"NCT01482832","Interpersonal Therapy-Based Treatment to Prevent Postpartum Depression in Adolescent Mothers","REACH 2","Completed","No Results Available","Postpartum Depression","Behavioral: Interpersonal therapy-based treatment","Diagnosis of depression|Degree of depressive symptoms","Women and Infants Hospital of Rhode Island|National Institute of Mental Health (NIMH)|Pacific Institute for Research and Evaluation|Brown University","Female","12 Years to 19 Years   (Child, Adult)","Not Applicable","250","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","R01MH093342","December 2011","December 2017","October 30, 2018","December 1, 2011",,"April 24, 2019","Women & Infants Hospital, Providence, Rhode Island, United States",,"https://ClinicalTrials.gov/show/NCT01482832"
32,"NCT06342310","RE104 Safety and Efficacy Study in Postpartum Depression",,"Not yet recruiting","No Results Available","Postpartum Depression","Drug: RE104 for Injection","RE104 30 mg versus RE104 1.5 mg change from baseline in MADRS total score|RE104 30 mg versus RE104 1.5 mg percentage of patients with MADRS response (≥ 50 percent reduction in score from baseline)|RE104 30 mg versus RE104 1.5 mg percentage of patients with MADRS remission (score ≤ to 10)|RE104 30 mg versus RE104 1.5 mg Clinical Global Impression-Improvement (CGI-I)|RE104 30 mg versus RE104 1.5 mg change from baseline in CGI-Severity (CGI-S)|RE104 30 mg versus RE104 1.5 mg changes in total score from baseline in Hamilton Anxiety Rating Scale (HAM-A)|RE104 30 mg versus RE104 1.5 mg incidence of treatment-emergent adverse events (TEAEs) by frequency, severity and seriousness.","Reunion Neuroscience Inc","Female","18 Years to 45 Years   (Adult)","Phase 2","72","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","RE104-201-PPD","May 2024","May 2025","June 2025","April 2, 2024",,"April 3, 2024",,,"https://ClinicalTrials.gov/show/NCT06342310"
33,"NCT01658098","Prevalence of Postpartum Depression in Hospital Jose E. Gonzalez",,"Unknown status","No Results Available","Postpartum Depression","Behavioral: edinburgh postpartum depression scale questionary","presence of postpartum depression|sociodemographic characteristics|obstetrical background|medical background","Hospital Universitario Dr. Jose E. Gonzalez","Female","Child, Adult, Older Adult",,"348","Other","Observational","Time Perspective: Prospective","etamez","September 2012","November 2012","February 2013","August 6, 2012",,"August 6, 2012","Hospital Universitario Dr Jose E. Gonzalez, Monterrey, Nuevo Leon, Mexico",,"https://ClinicalTrials.gov/show/NCT01658098"
34,"NCT05772897","Parenting Skills Group for Mothers With Postpartum Depression",,"Recruiting","No Results Available","Postpartum Depression","Behavioral: Circle of Security Parenting program","Change in methylation of OXTR receptor gene rs53576|Changes in Beck Depression Inventory, Second Edition (BDI-II) Score|Changes Postpartum Depression Screening Scale (PDSS) Score|Changes in Dyadic Adjustment Scale (DAS) Score|Changes in Denver Maternal Stress Assessment Score|Changes in MacArthur Short Form Vocabulary Checklist Score (child)|Changes in Maternal Postnatal Attachment Scale (MPAS) Score|Changes in The Multidimensional Scale of Perceived Social Support (MSPSS) Score|Changes in Carey Infant Temperament Questionnaire (ITQ) Score|Empathy & Theory of Mind Scale (EToMS) Score|Inventory of Callous-Unemotional Traits (ICU) Score","University of Colorado, Denver","Female","18 Years to 50 Years   (Adult)","Not Applicable","750","Other","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","21-2593","August 3, 2023","April 1, 2035","June 1, 2035","March 16, 2023",,"November 30, 2023","University of Colorado Denver, Denver, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT05772897"
35,"NCT05751746","The Effect of Peripartum Magnesium Sulfate Use on the Occurrence of Postpartum Depression",,"Recruiting","No Results Available","Postpartum Depression","Drug: Magnesium sulfate","postpartum depression|postpartum depression severity","Seoul National University Bundang Hospital","Female","18 Years and older   (Adult, Older Adult)",,"108","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","B-2209-780-302","January 30, 2023","December 31, 2023","February 28, 2024","March 2, 2023",,"March 2, 2023","Seoul National University Bundang Hospital, Seongnam-si, Gyeonguido, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT05751746"
36,"NCT00384943","Study of Home-Based Exercise to Alleviate Postpartum Depression",,"Completed","No Results Available","Postpartum Depression","Behavioral: Moderate-intensity Exercise","Change in depressed mood scores immediately following the 3 month intervention and at 3 and 6 months post-treatment,|as measured by the Edinburgh Postnatal Depression Scale and the Hamilton Rating Scale for Depression.|Changes in fatigue levels (measured by the multidimensional fatigue inventory), sleep patterns, anxiety and health status.","McGill University|Fonds de la Recherche en Santé du Québec","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","90","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FRSQ 024018","November 2001",,"November 2004","October 6, 2006",,"October 6, 2006","McGill University Health Centre, Montreal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT00384943"
37,"NCT00833469","Escitalopram (Lexapro) for the Treatment of Postpartum Depression","LexaproPPD","Completed","Has Results","Postpartum Depression","Drug: Escitalopram","Change in Clinician-rated Montgomery-Asberg Depression Rating Scale (MADRS)|Change in Edinburgh Postnatal Depression Scale (EPDS)|Change in Beck Anxiety Inventory (BAI)","Massachusetts General Hospital|Forest Laboratories","Female","18 Years to 45 Years   (Adult)","Phase 4","7","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2008-P-001509","January 2009","April 2011","April 2011","February 2, 2009","August 6, 2014","August 6, 2014","Massachusetts General Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT00833469"
38,"NCT04845347","A Wearable Morning Light Treatment for Postpartum Depression",,"Recruiting","No Results Available","Post Partum Depression","Device: Bright Light Therapy|Device: Dim Light Therapy","Change in score for the Structured interview guide score for the Hamilton Depression Rating Scale - Seasonal Affective Version (SIGH-SAD total score)|Change in Phase angle difference|Edinburgh Postnatal Depression Scale (EPDS) total score|Epworth Sleepiness Scale (ESS) total score|Patient Reported Outcomes Measurement Information System (PROMIS) - Satisfaction with Participation in Social Roles (SPSR) total score|Patient Reported Outcomes Measurement Information System Sleep-related impairment (SRI) total score|Social functioning as measured by the Postpartum Bonding Questionnaire (PBQ) total score","University of Michigan|National Institute of Mental Health (NIMH)","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","120","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","HUM00190163|1R01MH121531-01A1","June 23, 2021","May 2025","May 2025","April 14, 2021",,"May 18, 2023","University of Michigan, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT04845347"
39,"NCT05937867","A Phase II Study of HS-10353 in Participants With Postpartum Depression",,"Not yet recruiting","No Results Available","Postpartum Depression","Drug: HS-10353 Capsules 30 mg, Oral, QN for 14 days|Drug: HS-10353 Capsules 50 mg, Oral, QN for 14 days|Drug: HS-10353 Capsules matching placebo, 30mg, Oral, QN for 14 days.|Drug: HS-10353 Capsules matching placebo, 50mg, Oral, QN for 14 days","Change from baseline in the HAM-D17 total score at day 15|Change From Baseline in the HAM-D Total Score at Days 3, 8, 21 and 28|Percentage of Participants With HAM-D17 Response|Percentage of Participants With HAM-D17 Remission|Change From Baseline in the Clinical Global Impressions - Severity Scale (CGI-S) Total Score|Percentage of Participants With Clinical Global Impression - Improvement (CGI-I) Response|Change From Baseline in Montgomery and Åsberg Depression Rating Scale (MADRS) Total Score|Change From Baseline in Self-Reported Measures of Depressive Symptoms, as Assessed by the Edinburgh Postnatal Depression Scale (EPDS) Total Score|Change From Baseline in Self-Reported Measures of Depressive Symptoms, as Assessed by the 9-item Patient Health Questionnaire (PHQ-9) Score|Change From Baseline in Hamilton Anxiety Rating Scale (HAM-A) Total Score|Change From Baseline in (PWC-20) Total Score|Number of Participants With adverse events (AEs), serious adverse events (SAEs), and adverse events leading to withdrawal from the trial, and association with the investigational drug|Number of Participants With Potentially Clinically Significant Vital Sign Measurements|Number of Participants With Potentially Clinically Significant Laboratory Evaluations","Jiangsu Hansoh Pharmaceutical Co., Ltd.","Female","18 Years to 45 Years   (Adult)","Phase 2","96","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","HS-10353-202","August 31, 2023","February 28, 2025","October 31, 2025","July 10, 2023",,"July 10, 2023",,,"https://ClinicalTrials.gov/show/NCT05937867"
