"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
105,"NCT01543477","Post-Authorisation Safety Cohort Observation of RetacritTM (Epoetin Zeta) Administered Subcutaneously for the Treatment of Renal Anaemia","PASCO II","Completed","No Results Available","Renal Anemia|Pregnancy|Lactation",,"Incidence Rate of Adverse Events of Special Interest|Adverse drug reactions|Information on treatment with Retacrit during pregnancy and lactation|Data on long term use","Pfizer|Hospira, now a wholly owned subsidiary of Pfizer","All","0 Years and older   (Child, Adult, Older Adult)",,"4501","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","EPOE-09-11|C1111006|PASCO II","July 7, 2010","April 29, 2020","April 29, 2020","March 5, 2012",,"October 1, 2020","MHAT ""Dr. Tota Venkova""AD, Gabrovo, Bulgaria|MHAT ""Dr. Stamen Iliev""AD, Montana, Bulgaria|UMHAT ""Georgi Stranski"" EAD, Pleven, Bulgaria|Dutchmed Dialysis Clinic (in the building of 5 DCC), Plovdiv, Bulgaria|MHAT Plodiv AD, Plovdiv, Bulgaria|MHAT ""Dr. Bratan Shukerov"" AD, Smolian, Bulgaria|Fifth MHAT EAD, Sofia, Bulgaria|Acibadem City Clinic Tokuda Hospital EAD MHAT ""Tokuda Hospital Sofia"", Sofia, Bulgaria|University Hospital Lozenets, Sofia, Bulgaria|UMHAT ""Alexandrovska"" EAD, Sofia, Bulgaria|SHATPD ""Prof. Ivan Mitev""EAD, Sofia, Bulgaria|DCC ""Sveta Anna"" Sofia, Sofia, Bulgaria|Kidney center - Medical center EOOD, Varna, Bulgaria|UMHAT ""Sveta Marina""EAD, Varna, Bulgaria|County Hospital Cakovec, Cakovec, Croatia|General Hospital Dubrovnik, Dubrovnik, Croatia|General Hospital Karlovac, Karlovac, Croatia|Health Center Labin, Labin, Croatia|University Hospital Centre Osijek, Osijek, Croatia|General Hospital Sibenik, Sibenik, Croatia|Health Center Umag, Umag, Croatia|University Hospital Centre Zagreb, Zagreb, Croatia|University Hospital Merkur, Zagreb, Croatia|Department of Renal Medicine Medicinerhuset 3 sal Aalborg University Hospital, Aalborg, Denmark|Div. of Nephrology, Helsinki University HospitalHUS Kirurginen sairaala, Helsinki, Finland|Pietarsaari Hospital Medical clinic, Jakobstad, Finland|Kainuu Hospital, Kajaani, Finland|CHU Amiens-Picardie Site Sud,, service de Nefrologie, Amiens (Salouel) Cedex 1, France|CHU Amiens-Picardie Site Sud, Amiens (Salouel) Cedex 1, France|Centre Hospitalier de Cahors, Cahors Cedex 9, France|Aura Auvergne Chamalières, Chamalieres, France|Hospital Gabriel Montpied, Centre de Dialyse, Clermont Ferrand, France|35 Nephrologie Centre Medico Chirurgical de l'Europe, Le Port Marly, France|Polyclinique de la Louvière, Service Hemodialyse Nephrologie CHSA Maubeuge, Lille, France|Aura Notre Dame de Bon Secours, Paris Cedex 14, France|Aura Paris Plaisance, Paris, France|Hopital de Rangueil, service de nephrologie, Toulouse Cedex 9, France|Nephrologische Gemeinschaftspraxis, Alsfeld, Germany|PHV Dialysezentrum Alsfeld, Alsfeld, Germany|MVZ DaVita Alzey GmbH, Alzey, Germany|Gemeinschaftspraxis Dr. Gööck & Dr. Anger, Arnstadt, Germany|MVZ Bad Bevensen, Bad Bevensen, Germany|Nephrologische Gemeinschaftspraxis, Bad Homburg, Germany|Nephrologsiche Praxis, Bad König, Germany|Internistische Praxis und Nephrologie, Bad Nauheim, Germany|Nieren-und Hochdruckzentrum, Bad Wildungen, Germany|Praxis F. Nierenkrankheiten/Tagesklinik, Berlin, Germany|Gesundheitszentrum HSH, Berlin, Germany|Alwall-Haus Dialysezentrum Berlin, Berlin, Germany|Dialyse am Kurfürstendamm, Berlin, Germany|Dialyse Centrum Darmstadt, Darmstadt, Germany|MVZ DaVita Dormagen GmbH, Dormagen, Germany|KfH Nierenzentrum, Essen, Germany|Praxis für Nephrologie, Frankenthal, Germany|Nierenzentrum Heppenheim, Heppenheim, Germany|Praxisklinik-Dialysezentrum Herne DOKUSAN Gesellschaft für medizinische Studien mbH & Co. KG, Herne, Germany|DaVita Elsterland, Herzberg, Germany|Dialyse T. Menzer Homberg-Efze, Homberg/Efze, Germany|Nephrologische Gemeinschaftspraxis und Dialysezentrum, Hoyerswerda, Germany|Gemeinschaftspraxis Grahl und Johnen, Hürth-Hermülheim, Germany|Westpfalz-Klinikum Kaiserslautern, Kaiserslautern, Germany|Nieren- und Hochdruckzentrum Kiel, Kiel, Germany|Medizinisches Versorgungszentrum MVZ Diaverum Kleve GmbH, Kleve, Germany|Praxis Marsen, Köln, Germany|Praxis Dres. Schoenwald und Beck, Langenfeld, Germany|Nephrologische Praxis, Langenselbold, Germany|Nierenzentrum Leverkusen, Leverkusen, Germany|Dialysezentrum Ludwigslust, Ludwigslust, Germany|Nephrologische Gemeinschaftspraxis, Luebeck, Germany|Märkische Kliniken GmbH Klinikum Lüdenscheid, Lüdenscheid, Germany|Dialysezentrum Stadtfeld, Magdeburg, Germany|Nephrologische Praxis, Mayen, Germany|Nephrologisches Zentrum, Mettmann, Germany|Nephrologische Gemeinschaftspraxis, Mühlhausen, Germany|MVZ DaVita Viersen GmbH, Nettetal, Germany|ze:ro Dialysezentren und Gemeinschaftspraxis, Neustadt, Germany|Nephrologisches- und Dialysezentrum Niebüll, Niebüll, Germany|Klinikum Ernst von Bergmann, Potsdam, Germany|Dialysezentrum, Quedlinburg, Germany|Gemeinschaftspraxis Schuerfeld Moeller Henrich, Saarlouis, Germany|Städtisches Klinikum Solingen Abt. Nephrologie - Innere Medizin, Solingen, Germany|Dialysezentrum Tangermünde, Tangermünde, Germany|Deutsche Klinik fuer Diagnostik Department of Nephrology, Wiesbaden, Germany|General Hospital ""Asklipeiio Voulas"", Voula, Attiki, Greece|General Hospital of Rhodes, Agioi Apostoloi, Greece|General Hospital of Agios Nikolaos, Agios Nikolaos, Crete, Greece|Private Physician, Agrinio, Greece|Office of Eleni Stefanopoulou/Private Physician, Aigaleo, Greece|University General Hospital of Alexandroupoli, Alexandroupoli, Greece|Polikliniki Athinon, Athens, Greece|Therapeutical Department ""ATTIKO"", Athens, Greece|General Hospital Gennimata, Athens, Greece|General Hospital ""Alexandra"", Athens, Greece|Errikos Ntinan Hospital, Athens, Greece|Kyanos Stavros, Athens, Greece|Aretaiion Hospital, Athens, Greece|General University Hospital ""ATTIKO"", Athens, Greece|General Hospital of Athens ""A.Fleming"", Athens, Greece|Private Physician, Athens, Greece|General Hospital of Chania, Chania, Crete, Greece|Didimoticho General Hospital, Didimoticho, Greece|Drama General Hospital, Drama, Greece|Edessa General Hospital, Edessa, Greece|General Hospital of Filiates, Filiates, Greece|General Hospital of Grevena, Grevena, Greece|Kavala General Hospital, Kavala, Greece|General Hospital of Komotini Sismanogleio, Komotini, Greece|Private Physician, Kozani, Greece|General Hospital of Kyparissia, Kyparissia, Greece|Private Physician, Lamia, Greece|General University Hospital of Larisa, Larisa, Greece|General Clinic Eftichios Patsidis, Larisa, Greece|General Hospital of Mesologgi, Mesologgi, Greece|Private Physician, Nea Raidestos, Thessaloniki, Greece|General Hospital Agios Andreas, Patra, Greece|General Hospital of Prolemaida, Ptolemaida, Greece|Serres general Hospital, Serres, Greece|AHEPA University Hospital, Thessaloniki, Greece|Ippokrateion General Hospital, Thessaloniki, Greece|Private Physician, Thessaloniki, Greece|Private Physician, Thessaloniki, Greece|Papageorgiou General Hospital, Thessaloniki, Greece|Private Physician, Thessaloniki, Greece|""Diavalkaniko"" Therareutical Center, Thessaloniki, Greece|Therapeutical Department of Thermi, Thessaloniki, Greece|Papanikolaou General Hospital, Thessaloniki, Greece|Private Physician, Veria, Greece|Thessaliki Nosileutiki EPE, Volos, Greece|Private Physician, Voula, Greece|Private Physician, Voula, Greece|Merlin Park Dialysis Unit, Galway, Ireland|Presidio ospesdaliero G.CRISCUOLI - UO DIALISI, Sant'Angelo dei Lombardi, Avellino, Italy|Policlinico S. Marco di Istituti Ospedalieri Bergamaschi, U.O. Nefrologia e Dialisi, Zingonia- Osio Sotto, Bergamo, Italy|""Presidio Ospedaliero"" di Soverato - Servizio Dialisi, Soverato, Catanzaro, Italy|Presidio Ospedaliero S. GIUSEPPE e MELORIO AUSL CE/2 S. - U.O. Nefrologia e Dialisi, Santa Maria Capua Vetere, CE, Italy|Azienda Ospedaliera S. Anna, Cona-Ferrara, Ferrara, Italy|U.O.C. Nefrologia e Dialisi Ospedale degli Infermi-S.Miniato-USL 11 Empoli, San Miniato, Pisa, Italy|U.O. Nefrologia e Dialisi, Azienda Ospedaliero-Universitaria Ospedali Riuniti, Ancona, Italy|Ospedali Riuniti Anzio-Nettuno, Nefrologia e Dialisi ASL RMH, Anzio (RM), Italy|Centro Dialisi Nefrologia - Ospedale S. Donato Arezzo, Arezzo, Italy|Dipartimento di Nefrologia- Ospedale Mazzoni, Ascoli Piceno, Italy|P.O. S.G. Moscati, Aversa (NA), Italy|OSPEDALE MAGGIORE DI CHIERI - ASL TO 5 - S.C. Nefrologia e Dialisi, Chieri (TO), Italy|AOU Careggi Hospital Firenze, Firenze, Italy|Ospedale della Misericordia USL9, Grosseto, Italy|Dipartimento di Nefrologia Ospedale Versilia-Viareggio (Lucca), Lido Di Camaiore (Lucca), Italy|U.O. Nefrologia Lucca, Lucca, Italy|U.O. Nefrologia e Dialisi ULSS12, Mestre, Italy|Ospedale Niguarda Cà Granda - U.O. Nefrologia e Dialisi e Terapia Medica del Trapianto Renale, Milano, Italy|Universita degli Studi di Napoli Federico II - Dipartimento di Patologia Sistematica, Naples, Italy|A.O. MONALDI- Dept nephrology and Dialysis, Napoli, Italy|Azienda Ospedaliera di Rilievo Nazionale ""Antonio Cardarelli"" - U.O. S. C. Nefrologia ed Emodialisi, Napoli, Italy|Azienda Ospedaliera Universitaria della Università degli Studi della Campania ""Luigi Vanvitelli"", Napoli, Italy|ASL SA 1 P.O. Umberto I - U.O.C. di NEFROLOGIA E DIALISI, Nocera Inferiore (SA), Italy|Ospedale SANTA MARIA DELLA PIETA - U.O.C. di NEFROLOGIA E DIALISI, Nola (NA), Italy|Dipartimento di Medicina -DIMED- Policlinico Padova, Padova, Italy|Fondazione S. Maugeri - IRCCS Clinica del Lavoro e della Riabilitazione,, Pavia, Italy|UO Nefrologia, trapianti e dialisi SSN EDIFICIO 30A Azienda Ospedaliera Universitaria Pisa, PISA (Cisanello), Italy|U.O.C. Nefrologia e Dialisi - Ospedale ""Del Ceppo"", Pistoia, Italy|U.O.C. Nefrologia e Dialisi Azienda Ospedaliera, San Sebastiano, Italy|U.O.C. Nefrologia, Dialisi e Trapianto - Azienda Ospedaliera Universitaria Senese, Siena, Italy|A.O.U. San Giovanni Battista di Torino - S.C. di Nefrologia, Dialisi e Trapianto, Torino, Italy|Ospedale Martini - S.C. Nefrologia E Dialisi, Torino, Italy|Ospedale San Giovanni Bosco - Struttura Complessa Nefrologia e Dialisi, Torino, Italy|Hospital Universitario de Fuenlabrada, Fuenlabrada, Madrid, Spain|Xanit Hospital Internacional, Benalmadena, Málaga, Spain|Hospital Lluis Alcanyis, Xativa, Valencia, Spain|Fundació Puigvert, Barcelona, Spain|Hospital de Barcelona, Barcelona, Spain|Hospital Universitario de Leon, Leon, Spain|Hospital central della Cruz Roja, Madrid, Spain|Hospital Universitario Central de Asturias, Oviedo, Spain|Hospital Parc Taulí, Sabadell, Spain|Hospital Virgen de la Concha, Zamora, Spain|Karlskoga Lasarett, Karlskoga, Sweden|Linköpings Universitetssjukhus, Linköping, Sweden|Karolinska University Hospital, Stockholm, Sweden|Njurmedicinska kliniken, Danderyds sjukhus, Stockholm, Sweden|Kings College Hospital, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01543477"
106,"NCT06201910","Evaluation of Peripartum Blood Loss and Postpartum Anaemia in Macrosomia & Gemini",,"Recruiting","No Results Available","Bloodloss in Pregnancy","Other: Observation of Blood loss","Bloodloss","Goethe University","Female","18 Years to 60 Years   (Adult)",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","2023-1405","October 1, 2023","May 1, 2024","August 1, 2024","January 11, 2024",,"March 6, 2024","University Hospital Frankfurt, Frankfurt, Hessen, Germany|Goethe University, Frankfurt, Hessen, Germany",,"https://ClinicalTrials.gov/show/NCT06201910"
107,"NCT00118027","A New Approach to Deliver Malaria Preventions to Pregnant Women at a Community Level in Uganda",,"Completed","No Results Available","Malaria|Pregnancy|Anemia","Drug: sulphadoxine-pyrimethamine intermittent preventive treatment","Timing of the first dose of SP.|Proportion of women who complete two doses of SP.|Birth weight of babies.|Proportion of low birth-weight babies.|Maternal haemoglobin and malaria parasite counts.|Proportion of adolescent pregnancies participating in the study.|Proportion of pregnant women who agree to take part in the study.|Proportion of scheduled visits completed by each delivery approach.|The costs per low birth weight of babies avoided.|The costs per anaemic pregnant woman avoided.|Mothers' perceptions on the four different SP delivery outlets","London School of Hygiene and Tropical Medicine|DBL -Institute for Health Research and Development|Ministry of Health, Uganda","Female","Child, Adult, Older Adult","Not Applicable","2150","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","MV-713-624-02-0033","May 2003",,"June 2007","July 11, 2005",,"January 12, 2017","Mukono District, Mukono, Central Uganda, Uganda",,"https://ClinicalTrials.gov/show/NCT00118027"
108,"NCT03374111","Colla Corii Asini Treating Anemia in Pregnant Women With Thalassemia(Presenting the Syndrome of Blood Deficiency)",,"Unknown status","No Results Available","Thalassemia","Drug: Colla corii asini|Drug: a Simulate Agent of Colla corii asini granule","Hemoglobin(Hb)|reticulocyte (RET)|immature reticulocyte fraction（IRF）|adverse event|indirect bilirubin(IBIL)|total bilirubin(TBIL)|lactic dehydrogenase(LDH)|anaemia cure rates|The curative effect of TCM Syndrome","The First Affiliated Hospital, Guangzhou University of Traditional Chinese Medicine","Female","20 Years to 50 Years   (Adult)","Phase 4","480","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","TH-2","March 1, 2018","October 1, 2019","December 30, 2019","December 15, 2017",,"December 27, 2018","The third people's Hospital of Dongguan, Dongguan, Guangdong, China|Intranet of Guangzhou Women and Children's Medical Center, Guangzhou, Guangdong, China|the first affiliated hospital of Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China|Department of Gynaecology and Obstetrics,Nanfang Hospital, Southern Medical University, Guangzhou, Guangdong, China|The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China|The Fifth Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China|Dongguan Guangji Hospital, Guangzhou, Guangdong, China|Shenzhen maternity and child health care hospital, Shenzhen, Guangdong, China|Liuzhou Municipal Matemal and Child Health Hospital, Liuzhou, Guangxi, China|The Guangxi Zhuang Autonomous Region National Hospital, Nanning, Guangxi, China|Ruikang Hospital of Guangxi University of Traditional Chinese Medicine, Nanning, Guangxi, China|The First Affiliated Hospital of Guangxi University of Chinese Medicine, Nanning, Guangxi, China",,"https://ClinicalTrials.gov/show/NCT03374111"
109,"NCT00258024","Control of Pregnancy Associated Malaria With Intermittent Preventive Treatment",,"Completed","No Results Available","Anaemia|Malaria","Drug: IPT-sulphadoxinepyrimethamine","Birth weight|anaemia|parasitaemia|fever episodes","DBL -Institute for Health Research and Development","Female","14 Years to 45 Years   (Child, Adult)","Not Applicable","420","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","ghana5.2.malaria","November 2005","September 2007","October 2007","November 24, 2005",,"February 21, 2008","Afiya Sekyere district, Kumasi, Ashanti region, Ghana",,"https://ClinicalTrials.gov/show/NCT00258024"
110,"NCT06176105","Mortality After Transfusion of Ever-pregnant Donor Red Blood Cells","MATER","Completed","No Results Available","Anemia",,"Mortality","Sanquin-LUMC J.J van Rood Center for Clinical Transfusion Research","All","Child, Adult, Older Adult",,"101000","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","PPOC 18-03","October 1, 2019","October 1, 2020","October 1, 2020","December 19, 2023",,"December 19, 2023","Sanquin blood bank, Amsterdam, Netherlands",,"https://ClinicalTrials.gov/show/NCT06176105"
111,"NCT03792464","Serum Hepcidin in Pregnant Women and the Association With Pregnancy Outcome",,"Completed","No Results Available","Anemia",,"Serum hepcidin at 11-14 weeks of gestation|Serum hepcidin at 24-28, 32-36 weeks of gestation and at labor;|serum ferritin (µg/l),|HRC (%),|hemoglobin (g/l),|red blood cells (x1012/l),|hematocrit (l/l),|MCV (fl),|MCH (pg),|MCHC (g/l),|red blood cell distribution width (%)|soluble transferrin receptors (mg/l)","University Hospital, Basel, Switzerland","Female","18 Years to 50 Years   (Adult)",,"188","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2017-02322","April 30, 2019","October 31, 2021","October 31, 2021","January 3, 2019",,"November 11, 2021","University Hospital Basel, Basel, Basel Stadt, Switzerland",,"https://ClinicalTrials.gov/show/NCT03792464"
112,"NCT01084213","Intermittent Preventive Treatment Versus Scheduled Screening and Treatment of Malaria in Pregnancy","IPTp_IST","Completed","No Results Available","Malaria|Pregnancy|Anaemia","Drug: Intermittent screening and treatment of malaria in pregnancy (IST)|Drug: SP-IPTp","Prevalence of low birth weight|Prevalence of third trimester anaemia|Prevalence of placenta malaria|Prevalence of anaemia at the time of delivery or shortly afterwards.|Prevalence of peripheral blood parasitaemia|Episodes of clinical malaria during the course of the pregnancy.|Serious adverse events in the mother.|Adverse outcome of pregnancy - abortions, still births and neonatal deaths.|Occurrence of congenital abnormalities.|Feasibility and costs of each approach to the control of malaria in pregnancy.|Cost per cases of maternal anaemia (severe and non-severe) and peripheral malaria averted.|Acceptability of each approach by pregnant women and antenatal clinic staff.","London School of Hygiene and Tropical Medicine|Medical Research and Training Centre, Mali|University of Ouagadougou, Burkina Faso|Medical Research Council Unit, The Gambia|Navrongo Health Research Centre, Ghana|Liverpool School of Tropical Medicine","Female","16 Years to 45 Years   (Child, Adult)","Phase 4","5354","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","MiPcMA05","June 2010","July 2012","October 2012","March 10, 2010",,"April 11, 2014","Université de Ouagadougou, Ouagadougou, Burkina Faso|Medical Research Council Laboratories, Basse, Gambia|Navrongo Health Research Centre, Navrongo, Ghana|Medical Research and Training Centre, Bamako, Mali",,"https://ClinicalTrials.gov/show/NCT01084213"
113,"NCT01055431","A Functional Food for the Prevention of Iron-deficiency Anemia",,"Completed","No Results Available","Anemia","Other: Control bread|Other: Teff Bread","To develop Teff bread that is rich in iron (per slice).|To establish whether iron from Teff is bioavailable.|To conclude whether daily Teff consumption prevents iron-deficiency anemia in pregnancy.|To use a range of different biomarkers to determine iron status.|To compare dietary intakes of iron and iron status between the Teff/control group.","Manchester Metropolitan University","Female","18 Years to 40 Years   (Adult)","Phase 1","55","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention","09/H1013/69","October 2009","July 2011","July 2011","January 25, 2010",,"July 30, 2014","Manchester Food Research Centre, Manchester Metropolitan University, Manchester, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01055431"
114,"NCT03071666","Vitamin B12 Supplementation During Pregnancy on Cognitive Development","VitaPreg","Active, not recruiting","No Results Available","Pregnancy Related|Vitamin B 12 Deficiency|Anemia","Dietary Supplement: cobalamin|Dietary Supplement: placebo","Length|Neurodevelopment|Child hemoglobin concentration|Child development ASQ|Child development Bayley|Heart rate variability|Sleep and activity|The Infant Motor Performance|Still births|Maternal hemoglobin concentration|Number of complicated births|Children born at small for gestational age|Birth weight|Low birth weight|Very low birth weight|High birth weight","Centre For International Health|Tribhuvan University Teaching Hospital, Institute Of Medicine.|NORCE Norwegian Research Centre AS|Sykehuset Innlandet HF","Female","20 Years to 40 Years   (Adult)","Phase 2|Phase 3","800","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","CISMAC-B12|Universal Trial Number","March 27, 2017","June 28, 2022","December 31, 2029","March 7, 2017",,"April 16, 2024","Manjeswori Ulak, Bhaktapur, Nepal","""Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/66/NCT03071666/SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03071666"
