"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
28,"NCT06131749","Genital Tract Infections, the Vaginal Microbiome and Gestational Age at Birth Among Pregnant Women in South Africa",,"Active, not recruiting","No Results Available","Sexually Transmitted Infections (Not HIV or Hepatitis)|Premature Birth|Pregnancy; Infection|Microbial Colonization|Chlamydia Trachomatis Infection|Neisseria Gonorrheae Infection|Trichomonas Vaginitis|Mycoplasma Genitalium Infection|Bacterial Vaginosis|Vaginal Candida|Ureaplasma Urealyticum Infection|Genital Mycoplasma Infection|HIV Infections","Other: No intervention","Gestational age at birth|Preterm birth|Low birth weight|Miscarriage|Stillbirth","University of Bern|Foundation for Professional Development|Utrecht University|University of Pretoria|University of Cape Town|University of Southern California|University of Alabama at Birmingham|Louisiana State University Health Sciences Center in New Orleans","Female","18 Years and older   (Adult, Older Adult)",,"603","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","SNSF197831","March 1, 2021","April 30, 2024","September 30, 2024","November 14, 2023",,"November 14, 2023","Empilweni Gompo Community Health Centre, East London, Eastern Cape, South Africa",,"https://ClinicalTrials.gov/show/NCT06131749"
29,"NCT05226949","Host RNA Expression Profiles and Protein Biomarkers in Neonatal Herpes Simplex Virus Infection",,"Completed","No Results Available","Neonatal Herpes Simplex Infection|Neonatal HSV Infection|Neonatal Infection|Newborn; Infection|Herpes Simplex Virus Infection|Neonatal Sepsis|Neonatal Death|Viral Infection",,"Host RNA expression and proteomic profiles|Disease pathogenesis|Application of known host RNA profiles","Rigshospitalet, Denmark|Statens Serum Institut","All","0 Days to 28 Days   (Child)",,"159","Other","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","H-21009288-HSV","January 1, 2022","February 28, 2022","April 30, 2022","February 7, 2022",,"December 28, 2022","Department of Paediatrics and Adolescent Medicine, Rigshospitalet, Copenhagen, Denmark|Department of Congenital Disorders, Statens Serum Institut, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT05226949"
30,"NCT00000808","A Phase I Study of Safety and Pharmacokinetics of Nevirapine in HIV-1 Infected Pregnant Women and Neonates Born to HIV-1 Infected Mothers",,"Completed","No Results Available","HIV Infections|Pregnancy","Drug: Nevirapine",,"National Institute of Allergy and Infectious Diseases (NIAID)","Female","13 Years to 60 Years   (Child, Adult)","Phase 1","49","NIH","Interventional","Primary Purpose: Treatment","ACTG 250|11227",,,"September 1998","August 31, 2001",,"November 4, 2021","UCSD Med Ctr / Pediatrics / Clinical Sciences, La Jolla, California, United States|Los Angeles County - USC Med Ctr, Los Angeles, California, United States|UCLA Med Ctr / Pediatric, Los Angeles, California, United States|Harbor - UCLA Med Ctr / UCLA School of Medicine, Los Angeles, California, United States|San Francisco Gen Hosp, San Francisco, California, United States|UCSF / Moffitt Hosp - Pediatric, San Francisco, California, United States|Univ of Connecticut / Farmington, Farmington, Connecticut, United States|Connecticut Children's Med Ctr - Pediatric, Hartford, Connecticut, United States|Chicago Children's Memorial Hosp, Chicago, Illinois, United States|Univ of Chicago Children's Hosp, Chicago, Illinois, United States|Children's Hosp of Boston, Boston, Massachusetts, United States|Boston City Hosp / Pediatrics, Boston, Massachusetts, United States|Univ of Massachusetts Med School, Worcester, Massachusetts, United States|Univ of Medicine & Dentistry of New Jersey / Univ Hosp, Newark, New Jersey, United States|Mount Sinai Med Ctr / Pediatrics, New York, New York, United States|San Juan City Hosp, San Juan, Puerto Rico",,"https://ClinicalTrials.gov/show/NCT00000808"
31,"NCT03871491","Azithromycin-Prevention in Labor Use Study (A-PLUS)",,"Active, not recruiting","No Results Available","Maternal Death|Maternal Infections Affecting Fetus or Newborn|Neonatal SEPSIS|Maternal Sepsis During Labor|Neonatal Death|Postpartum Sepsis","Drug: Azithromycin|Drug: Placebo","Maternal: Incidence of maternal death or sepsis within 6 weeks (42 days) post-delivery in intervention vs. placebo group.|Neonatal: Incidence of intrapartum/neonatal death or sepsis within 4 weeks (28 days) post-delivery in intervention vs. placebo group|Incidence of chorioamnionitis|Incidence of endometritis|Incidence of other infections|Incidence of use of subsequent maternal antibiotic therapy|Maternal initial hospital length of stay|Incidence of maternal readmissions|Incidence of maternal admission to special care units|Incidence of maternal unscheduled visit for care|Incidence of maternal GI symptoms|Incidence of maternal death due to sepsis|Incidence of other neonatal infections (e.g. eye infection, skin infection)|Neonatal initial hospital length of stay|Incidence of neonatal readmissions|Incidence of neonatal admission to special care units|Incidence of neonatal unscheduled visit for care|Incidence of neonatal death due to sepsis|Incidence of pyloric stenosis within 42 days of delivery","NICHD Global Network for Women's and Children's Health|University of Alabama at Birmingham|University Teaching Hospital, Lusaka, Zambia|University of North Carolina, Chapel Hill|Kinshasa School of Public Health|University of Colorado, Denver|Institute of Nutrition of Central America and Panama|University of Virginia|International Centre for Diarrhoeal Disease Research, Bangladesh|Thomas Jefferson University|Columbia University|Aga Khan University|Boston University|Lata Medical Research Foundation, Nagpur|Indiana University School of Medicine|Moi Univeristy|RTI International|Bill and Melinda Gates Foundation|Jawaharlal Nehru Medical College","Female","18 Years to 45 Years   (Adult)","Phase 3","34000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention","CP Azithromycin","September 1, 2020","October 7, 2022","September 30, 2024","March 12, 2019",,"May 11, 2023","ICDDRB, Dhaka, Bangladesh|Kinshasa School of Public Health, Kinshasa, Congo, The Democratic Republic of the|Institute for Nutrition of Central America and Panama (INCAP), Guatemala City, Guatemala|Jawaharlal Nehru Medical College, Belagam, India|Lata Medical Research Foundation, Nagpur, India|Moi University School of Medicine, Eldoret, Kenya|The Aga Khan University, Karachi, Pakistan|University Teaching Hospital, Lusaka, Zambia",,"https://ClinicalTrials.gov/show/NCT03871491"
32,"NCT04763486","Prophylactic Antibiotic After Perineal Tear","PATPET","Unknown status","No Results Available","Puerperal Infection","Drug: Cefazolin (Cefamezin)","Number of participants with a fever after delivery|Way of delivery","Meir Medical Center","Female","18 Years to 45 Years   (Adult)","Not Applicable","2500","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","0189-19-MMC","March 1, 2021","March 1, 2022","March 1, 2023","February 21, 2021",,"February 23, 2021","Meir Medical Center, Kfar Saba,, Israel",,"https://ClinicalTrials.gov/show/NCT04763486"
33,"NCT04792710","Kefazolin Versus Kefazolin Plus Metronidazole to Reduce Postpartum Infection",,"Unknown status","No Results Available","Prevention of Postpartum Sepsis","Drug: Metronidazole","Efficacy of reducing surgical site infection|Efficacy of reducing urinary tact infections|Efficacy of reducing postpartum endometritis","University of Pretoria","Female","18 Years and older   (Adult, Older Adult)","Phase 4","1000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","PPS trial 1","March 8, 2021","March 31, 2022","June 30, 2022","March 11, 2021",,"March 11, 2021","Kalafong Provincial Tertiary Hospital, Pretoria, Gauteng Province, South Africa",,"https://ClinicalTrials.gov/show/NCT04792710"
34,"NCT00376493","Prolonged Treatment for Infected Abortion After Hospital Discharge.","APA","Terminated","No Results Available","Septic Abortion","Drug: metronidazole and doxycycline","Hospital re-admission|minimal or absent vaginal bleeding|walking normally|important decrease of pain|no fever","Hospital de Clinicas de Porto Alegre","Female","14 Years to 50 Years   (Child, Adult)","Phase 4","56","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","APA 05-452","May 2006","December 2007","December 2007","September 15, 2006",,"March 13, 2008","Hospital de Clínicas de Porto Alegre, Porto Alegre, Rio Grande do Sul, Brazil|Hospital de Clínicas de Porto Alegre, Porto Alegre, RS, Brazil",,"https://ClinicalTrials.gov/show/NCT00376493"
35,"NCT02309346","Clindamycin Once a Day in Septic Abortion","CLINDA-PRO","Unknown status","No Results Available","Septic Abortion","Drug: Clindamycin","Cure (Clinical improvement defined as reduce of pain, bleeding and no fever for 48h)|Complications (Return to the hospital for admission related to the evacuation procedure within 7 days)","Hospital de Clinicas de Porto Alegre","Female","13 Years to 50 Years   (Child, Adult)","Phase 4","190","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","14-0328","December 31, 2014","November 2019","December 2019","December 5, 2014",,"August 28, 2018","Hospital de Clínicas de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil",,"https://ClinicalTrials.gov/show/NCT02309346"
36,"NCT00353743","The Use of Antibiotics After Hospital Discharge in Septic Abortion","APA","Terminated","No Results Available","Abortion, Septic","Drug: placebo|Drug: doxycycline plus metronidazole","Clinical cure defined as no fever, no abdominal pain or bleeding.","Hospital de Clinicas de Porto Alegre","Female","18 Years to 50 Years   (Adult)","Not Applicable","56","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","05-452|GPPG 05-452","May 2006","November 2007","December 2007","July 19, 2006",,"December 19, 2008","Hospital de Clínias de Porto Alegre, Porto Alegre, Rio Grande do Sul, Brazil",,"https://ClinicalTrials.gov/show/NCT00353743"
37,"NCT01507974","Examination of the Efficacy of Preventive Antibiotic Treatment During the Puerperium Among Pregnant Women With Recurrent Urinary Tract Infections",,"Completed","No Results Available","Pregnancy Complications","Drug: Preventive antibiotic treatment- NITROFURANTOIN|Drug: Preventive antibiotic treatment- CEPHALEXIN|Drug: PREVENTIVE TREATMENT- AMOXICILLIN|Drug: PREVENTIVE TREATMENT- AMOXICILLIN AND CLAVULANATE POTASSIUM|Drug: PREVENTIVE TREATMENT- CEFUROXIME|Drug: PREVENTIVE TREATMENT SULFAMETHOXAZOLE AND TRIMETHOPRIM","Urinary tract complications","HaEmek Medical Center, Israel","Female","18 Years to 50 Years   (Adult)","Not Applicable","220","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","0068-11-EMC","January 16, 2012","July 1, 2014","January 1, 2015","January 11, 2012",,"May 19, 2020","Dep of OG/GYN, Emek Medical Center, Afula, Israel",,"https://ClinicalTrials.gov/show/NCT01507974"
38,"NCT06231056","Probiotic Supplementation as Prophylactic for Group B β-hemolytic Streptococcus (GBS) Infection",,"Completed","No Results Available","Genitourinary; Infection, Complicating Pregnancy","Dietary Supplement: Probiotic iNatal®","Bacteriological assessment|Clinical assessments at the end of pregnancy|clinical assessments at the end of pregnancy|Rate of incidence of side effects","Liaquat University of Medical & Health Sciences|Università degli Studi dell'Insubria","Female","18 Years to 45 Years   (Adult)","Not Applicable","250","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","LUMHS/iNatal/20.01.2024","January 1, 2019","December 31, 2020","June 30, 2023","January 30, 2024",,"January 30, 2024","Department of Obstetrics and Gynecology PERUGIA HOSPITAL, Perugia, Italy",,"https://ClinicalTrials.gov/show/NCT06231056"
39,"NCT03397615","Effect of Vaginal Douching With Betadine Before CS for Prevention of Post Operative Infections",,"Unknown status","No Results Available","Puerperal Infection","Behavioral: Betadine douches","Postpartum endometritis|Postoperative wound infection|Postoperative fever","Cairo University","Female","18 Years to 40 Years   (Adult)","Not Applicable","1200","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","16","January 3, 2019","December 2019","December 2019","January 12, 2018",,"July 26, 2019","Kasr Alainy medical school, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT03397615"
