"nct_id","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region","trial_type","final match","final any paper","final publication found","final PMID","DOI (format: e.g 10.1000/182)","URL  (if not avaiable DOI or PMID )","publication_date","has_publication","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","completion_year","primary_completion_year"
"NCT01156623","2010-06-30",NA,"Interventional","Not Applicable",36,"Completed","Value of EBUS-TBNA for Mediastinal Lymph Nodes in Non-small Cell Lung Cancer in a Tuberculosis-endemic Country","Endobronchial Ultrasound Guided Transbronchial Aspiration (EBUS-TBNA) in Non Small Cell Lung Cancer (NSCLC) in a Tuberculosis-endemic Country","2010-06-01","2013-08-01","2012-10-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Taiwan","HIC","tuberculosis","FALSE","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-29,1128,824,NA,"2013","2012"
"NCT03363178","2017-11-30",NA,"Interventional","Phase 1",20,"Unknown status","A Single-arm, Open-label, Single-center, Phase 1 Study to Investigate the Safety and Efficacy of GC3107 (BCG Vaccine) After Intradermal Administration in Healthy Adults","Study to Investigate the Safety and Efficacy of GC3107 (BCG Vaccine) in Healthy Adults","2017-12-14","2018-03-31","2018-03-31",FALSE,NA,"None (Open Label)","INDUSTRY",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,14,121,121,NA,"2018","2018"
"NCT03010111","2016-12-17",NA,"Interventional","Not Applicable",240,"Unknown status","Latent Tuberculosis Infection in Korean Health Care Workers Using Interferon Gamma Releasing Assay","Latent Tuberculosis Infection in Korean Health Care Workers","2016-12-01","2017-12-01","2017-12-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis","FALSE","article","google search / PI + intervention",30635600,"10.1038/s41598/018/37319/7","",2019-01-11,TRUE,406,406,NA,NA,-16,349,349,755,"2017","2017"
"NCT01690403","2012-09-13",NA,"Interventional","Phase 1",25,"Completed","An Open-label, Non-randomized, Single Sequence, Two Periods, Four-treatment, Three Parallel Groups Pharmacokinetic Interaction Study of Repeated Oral Doses (Daily or Weekly Regimen) of Rifapentine on ATRIPLA™ (Fixed Dose Combination of Efavirenz, Emtricitabine and Tenofovir Disoproxil Fumarate) Given to HIV+ Patients","Interaction Study to Assess the Pharmacokinetic Interaction of Oral Administration of Rifapentine on ATRIPLA™ in HIV Patients","2012-12-01","2014-03-01","2014-03-01",FALSE,"Non-Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","United States","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,79,534,534,NA,"2014","2014"
"NCT02467608","2015-05-31",NA,"Interventional","Phase 2/Phase 3",557,"Completed","A Randomized, Double-Blind, Active Drug Controlled Study to Assess the Efficacy of HUEXC030 as Add-on Excipient to Eradicate Anti-Tuberculosis Drugs Induced Liver Injury in Subjects With Pulmonary Tuberculosis","Efficacy of HUEXC030 in Subjects With Pulmonary Tuberculosis","2012-12-06","2019-01-09","2019-01-09",FALSE,"Randomized","Triple","INDUSTRY",TRUE,"Multicentric Local","Taiwan","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-906,1319,1319,NA,"2019","2019"
"NCT00866190","2009-03-19",NA,"Interventional","Phase 1",10,"Completed","A Phase 1B, Randomized, Placebo-Controlled, Double-Blinded, Dose-Escalation Study to Evaluate Safety, Tolerability and Pharmacokinetics of Single-Daily Doses of SQ109 in Normal, Healthy Male and Female Volunteers","Dose Escalation Study of SQ109 in Healthy Adult Volunteers","2009-04-01","2009-11-01","2009-11-01",FALSE,"Randomized","Double","NIH",FALSE,"Monocentric","United States","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,13,227,227,NA,"2009","2009"
"NCT02365623","2015-02-13",NA,"Interventional","Phase 2",6,"Completed","An Open-Label Study to Explore the Safety, Efficacy and Pharmacokinetics of TMC207 in Japanese Patients With Pulmonary Multi-Drug Resistant Tuberculosis (MDR-TB)","An Exploratory Study of TMC207 in Japanese Participants With Pulmonary Multi-Drug Resistant Tuberculosis (MDR-TB)","2015-02-18","2018-11-08","2018-11-08",FALSE,NA,"None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","Japan","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,5,1364,1364,NA,"2018","2018"
"NCT02393586","2015-03-06",NA,"Interventional","Phase 1",43,"Completed","Evaluating Pharmacokinetics and Whole Blood Bactericidal Activity Against Mycobacterium Tuberculosis of Single Doses of Faropenem Plus Amoxicillin/Clavulanic Acid in Healthy Volunteers","Whole Blood Bactericidal Activity (WBA) Against Mycobacterium Tuberculosis of Faropenem Plus Amoxicillin/Clavulanic Acid in Healthy Volunteers","2015-02-01","2015-10-01","2015-10-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Singapore","HIC","tuberculosis","TRUE ","article","linked in registry",28333342,"10.1093/jac/dkx081","",2017-03-18,TRUE,534,534,NA,NA,-33,209,209,743,"2015","2015"
"NCT01798095","2013-01-31",NA,"Interventional","Phase 2",152,"Unknown status","A Randomized, Double-blind, Equivalence Study of the Specificity of Tuberculin Purified Protein Derivative (PPD) (Aplisol®) in Comparison With a Reference Standard","Equivalence Study of Specificity of PPD","2013-02-01","2013-07-01","2013-05-01",FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","United States","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,1,151,90,NA,"2013","2013"
"NCT01730664","2012-11-09",NA,"Interventional","Phase 2",12,"Completed","Pharmacokinetics and Pharmacodynamics of Ertapenem in Patients With Tuberculosis","PK/PD of Ertapenem In Patients With TB","2017-01-26","2017-07-13","2017-07-13",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC","tuberculosis","FALSE","article","google search / PI + intervention",29439978,"10.1128/AAC.02250/17","",2018-04-26,TRUE,287,287,NA,NA,1539,1707,1707,1994,"2017","2017"
"NCT00992069","2009-10-01",NA,"Interventional","Phase 1",37,"Completed","A Phase I, Safety, Tolerability, and Pharmacokinetic Interaction Study of Single-Dose TMC207 and Efavirenz in Healthy Volunteers","Safety, Tolerability, and Effect of TMC207 and Efavirenz in Healthy Volunteers","2009-12-01","2010-12-01","2010-12-01",FALSE,NA,"None (Open Label)","NIH",TRUE,"Multicentric Local","United States","HIC","tuberculosis","TRUE ","article","google search / trial number",22126739,"10.1097/QAI.0b013e3182410503","",2012-04-15,TRUE,501,501,NA,NA,61,426,426,927,"2010","2010"
"NCT01960257","2013-10-08","2020-05-12","Interventional","Phase 4",92,"Completed","A Pilot Clinical Trial Characterizing Use of Ingestion Sensor Enabled Rifamate in Comparison to Directly Observed Therapy for the Treatment of Tuberculosis","Wirelessly Observed Therapy in Comparison to Directly Observed Therapy for the Treatment of Tuberculosis","2013-10-25","2017-01-31","2017-01-31",TRUE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","United States","HIC","tuberculosis","TRUE ","article","linked in registry",31584944,"10.1371/journal.pmed.1002891","",2019-10-04,TRUE,976,976,1197,1197,17,1211,1211,2187,"2017","2017"
"NCT02076139","2014-02-20",NA,"Interventional","Not Applicable",47,"Completed","Pilot Clinical Trial, Double-blind, Randomized, Placebo Controlled and Masked to Evaluate the Tolerability and Immunogenicity of Nyaditum Resae® Probiotic Administered to Adults With or Without Latent Tuberculosis Infection","Safety and Immunogenicity of Nyaditum Resae® Probiotic to Protect From Tuberculosis","2014-03-01","2015-07-01","2014-06-01",FALSE,"Randomized","Triple","INDUSTRY",FALSE,"Monocentric","Spain","HIC","tuberculosis","TRUE ","article","google search / PI + intervention",28182700,"10.1371/journal.pone.0171294","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0171294",2017-02-09,TRUE,589,984,NA,NA,9,496,101,1085,"2015","2014"
"NCT01214993","2010-10-01",NA,"Interventional","Phase 1",38,"Completed","A Phase 1, Open Label, Placebo-Controlled Study to Evaluate the Effect of GSK1349572 on Iohexol and Para-Aminohippurate Clearance in Healthy Subjects","A Phase 1, Open Label, Placebo-Controlled Study to Evaluate the Effect of GSK1349572 on Iohexol and Para-Aminohippurate Clearance in Healthy Subjects","2010-10-01","2010-11-01","2010-11-01",FALSE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","United States","HIC","tuberculosis","TRUE ","article","google search / PI + intervention",22905856,"10.1111/j.1365/2125.2012.04440.x","",2012-08-20,TRUE,658,658,NA,NA,0,31,31,689,"2010","2010"
"NCT00793702","2008-11-17",NA,"Interventional","Phase 1",42,"Completed","An Open Phase I Clinical Trial on the Safety and Risk of Sensitisation by Escalating Doses and Repeated Injections of the rdESAT-6 + rCFP-10 Skin Test Reagent Following Intradermal Administration to Healthy Adults","Safety and Risk of Sensitisation of the rdESAT-6 + rCFP-10 Skin Test Following Repeated Intradermal Administration","2008-11-01","2009-07-01","2009-07-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Denmark","HIC","tuberculosis","TRUE ","article","linked in registry",20593018,"10.1371/journal.pone.0011277","",2010-06-25,TRUE,359,359,NA,NA,-16,226,226,585,"2009","2009"
"NCT01497769","2011-12-20",NA,"Interventional","Phase 1",24,"Completed","A Phase I Trial to Compare the Safety and Immunogenicity of Candidate TB Vaccine MVA85A Administered by the Aerosol Inhaled Route and the Intradermal Route in Healthy BCG-vaccinated Adult Subjects","Safety of Tuberculosis Vaccine, MVA85A, Administered by the Aerosol Route and the Intradermal Route","2011-09-01","2013-04-01","2012-10-01",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","United Kingdom","HIC","tuberculosis","TRUE ","article","linked in registry",25151225,"10.1016/S1473/3099(14)70845/X","",2014-08-20,TRUE,506,688,NA,NA,-110,468,286,974,"2013","2012"
"NCT01832987","2013-04-11",NA,"Interventional","Phase 2",12,"Completed","Pharmacokinetic Parameters of 960 mg Co-trimoxazole Once Daily in Patients With Tuberculosis","Pharmacokinetic Parameters of Co-trimoxazole","2013-10-01","2014-08-01","2014-08-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC","tuberculosis","TRUE ","article","linked in registry",27067336,"10.1128/AAC.02175/15","",2016-06-20,TRUE,689,689,NA,NA,173,477,477,1166,"2014","2014"
"NCT01436929","2011-09-16",NA,"Interventional","Not Applicable",600,"Unknown status","Effect of Prophylactic Use of Silymarin on Hepatotoxicity Induced by Anti-tuberculosis Drugs","Effect of Prophylactic Use of Silymarin on Hepatotoxicity Induced by Anti-tuberculosis Drugs","2011-09-01","2013-12-01","2013-10-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis","TRUE ","article","google search / PI + intervention",28747959,"10.4046/trd.2017.80.3.265","",2017-07-03,TRUE,1310,1371,NA,NA,-15,807,746,2117,"2013","2013"
"NCT02602509","2015-11-06",NA,"Interventional","Phase 1",18,"Completed","Evaluating Celecoxib Activity in Mycobacterium Tuberculosis: A Whole Blood Bactericidal Activity Study in Healthy Volunteers","Evaluating Celecoxib Activity in Mycobacterium Tuberculosis: A Whole Blood Bactericidal Activity Study in Healthy Volunteers","2015-11-01","2016-02-01","2016-02-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Singapore","HIC","tuberculosis","TRUE ","article","google search / PI + intervention",30202030,"10.1038/s41598/018/31590/4","",2018-09-10,TRUE,952,952,NA,NA,-5,87,87,1039,"2016","2016"
"NCT02088892","2014-03-10",NA,"Interventional","Not Applicable",52,"Completed","A Clinical Challenge Study to Quantify BCG at the Challenge Site of Healthy Volunteers Receiving Either Intradermal BCG SSI or BCG TICE at Standard or High Dose","A Clinical Challenge Study of BCG in Healthy Volunteers","2014-03-01","2015-01-01","2015-01-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","United Kingdom","HIC","tuberculosis","TRUE ","article","linked in registry",26450421,"10.1093/infdis/jiv482","",2016-03-01,TRUE,425,425,NA,NA,-9,297,297,722,"2015","2015"
"NCT01868464","2013-05-30",NA,"Interventional","Phase 1",92,"Completed","Phase I Open-Label Dose Escalation Trial for the Development of a Human BCG Challenge Model for Assessment of TB Immunity","Challenge Model for Assessment of Human TB Immunity","2014-05-28","2017-12-18","2017-12-18",FALSE,"Non-Randomized","None (Open Label)","NIH",TRUE,"Multicentric Local","United States","HIC","tuberculosis","TRUE ","article","google search / trial number",38019956,"10.1093/infdis/jiad441","",2023-11-29,TRUE,2172,2172,NA,NA,363,1663,1663,3835,"2017","2017"
