"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
29,"NCT04567498","eNose-TB: Electronic Nose for Tuberculosis Screening",,"Unknown status","No Results Available","Tuberculosis","Other: exhaled breath sampling","diagnostic accuracy of electronic nose signal in tuberculosis","Gadjah Mada University","All","4 Years and older   (Child, Adult, Older Adult)","Not Applicable","1778","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Screening","002/2019","December 2, 2021","December 31, 2022","December 31, 2022","September 28, 2020",,"April 6, 2022","Balai Kesehatan Masyarakat Klaten, Klaten, Central Java, Indonesia|Primary health centers, Yogyakarta, Indonesia",,"https://ClinicalTrials.gov/show/NCT04567498"
30,"NCT05203068","Specificity Trial of the Recombinant Tuberculosis Allergen in BCG Vaccinated Healthy Volunteers",,"Completed","Has Results","Tuberculosis","Diagnostic Test: Recombinant tuberculosis allergen (RTA)","Number of the Volunteers With the True Negative RTA Result|Number of Subjects With Local Adverse Reactions Within 72 Hours Following the Intradermal Test Application|Number of Participants With General and Local Adverse Reactions Within 28 Days After Administration of RTA","National Medical Research Center of Phthisiopulmonology and Infectious Diseases","All","18 Years to 30 Years   (Adult)","Not Applicable","150","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","102/1","November 24, 2021","January 18, 2022","January 26, 2022","January 24, 2022","August 25, 2023","August 25, 2023","National Medical Research Center of Phthisiopulmonology and Infectious Diseases, Moscow, Russian Federation","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/68/NCT05203068/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT05203068"
31,"NCT05215990","Efficacy of Metformin for Sputum Conversion in Patients With Active Pulmonary Tuberculosis",,"Unknown status","No Results Available","Tuberculosis, Pulmonary","Drug: MetFORMIN 500 Mg Oral Tablet|Drug: Placebo","To study about acid-fast bacillus sputum conversion ratio from positive to negative of pulmonary tuberculosis patients between metformin and placebo drug with pulmonary tuberculosis standard treatment.|To study about side effect such as nausea, vomit, hepatitis between patients use metformin with pulmonary tuberculosis standard treatment and patients use placebo drug with pulmonary tuberculosis standard treatment.","Mahidol University|Ministry of Health, Thailand","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","80","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","MURA2021/816","January 15, 2022","December 31, 2022","March 31, 2023","January 31, 2022",,"February 14, 2022","Angsana Phuphuakrat, Ratchathewi, ฺBangkok, Thailand",,"https://ClinicalTrials.gov/show/NCT05215990"
32,"NCT02687529","Evaluation of the 4th Generation QuantiFERON-TB Test (QFT-Plus) for the Detection of Tuberculosis Infection",,"Completed","Has Results","Tuberculosis","Device: CST001","Number of Participants With Concordant CST001 Assay Results for All Replicates Across Three Testing Sites","QIAGEN Gaithersburg, Inc","All","18 Years to 80 Years   (Adult, Older Adult)",,"66","Industry","Observational","Observational Model: Case-Control|Time Perspective: Prospective","CST001_USA7","October 27, 2015","November 7, 2015","May 26, 2016","February 22, 2016","June 6, 2019","June 19, 2019","VA Palo Alto Health Care System (VAPAHCS), Palo Alto, California, United States",,"https://ClinicalTrials.gov/show/NCT02687529"
33,"NCT01660646","Determining the Impact of Enhanced Case Finding on Tuberculosis Notification in The Gambia","ECF","Completed","No Results Available","Tuberculosis","Behavioral: Behavioral: community sensitization","The total number of successive TB cases notified in the intervention area compared to the total number of successive TB cases notified in the control areas|The total cost of making diagnosis and receiving treatment will be compared between ECF and passive case finding","London School of Hygiene and Tropical Medicine","All","Child, Adult, Older Adult","Not Applicable","650000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","SCC 1205","June 2012","December 2014","October 2015","August 9, 2012",,"March 22, 2018","Medical Research Council Unit, The Gambia, Fajara,, Near Banjul, Gambia",,"https://ClinicalTrials.gov/show/NCT01660646"
34,"NCT05202431","The Effect of Telephone Follow-up and Training on Treatment Adherence in Tuberculosis Patients and Contacts","Tuberculosis","Completed","No Results Available","Tuberculosis","Behavioral: Treatment adherence","Change in treatment adherence during the Follow-up","Tuberculosis Network European Trialsgroup","All","18 Years and older   (Adult, Older Adult)","Not Applicable","66","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","TBNET","July 1, 2018","July 30, 2019","July 30, 2019","January 21, 2022",,"January 21, 2022","Gaziantep University, Gaziantep, Turkey",,"https://ClinicalTrials.gov/show/NCT05202431"
35,"NCT02512939","Predictive Values of Next Generation Interferon Gamma Release Assays for Latent Tuberculosis Infection","NextGen","Completed","No Results Available","Tuberculosis","Procedure: blood test, not yet marketed, no trade name","assess prognostic ability of blood test by assessing development of active TB disease compared to the current gold standard|assess the sensitivity of new blood tests for detecting TB infection in patients with active TB disease compared to teh current godl standard|estimate the risk of infection with M. tuberculosis and other respiratory pathogens amongst UK pilgrims undertaking the Hajj.","University College, London|Public Health England","All","16 Years and older   (Child, Adult, Older Adult)","Not Applicable","675","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","Next gen","July 2015","November 30, 2016","November 30, 2016","July 31, 2015",,"May 16, 2023","Barts NHS Trust, London, United Kingdom|Ealing Hospital, London, United Kingdom|North Middlesex Hospital, London, United Kingdom|Northwick Park Hospital, London, United Kingdom|West Middlesex Hospital NHS Trust, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02512939"
36,"NCT01601275","Database of All Patients With Microbiologically Proven Mycobacteria Tuberculosis Infection",,"Completed","No Results Available","Tuberculosis",,"Final outcomes of patients who have been diagnosed with microbiologically proven mycobacteria tuberculosis infection at Singapore General Hospital","Singapore General Hospital","All","21 Years and older   (Adult, Older Adult)",,"4600","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","2005/060/CTBdatabase","May 2012","May 2018","May 2018","May 17, 2012",,"May 15, 2019","Singapore General Hospital, Singapore, Singapore",,"https://ClinicalTrials.gov/show/NCT01601275"
37,"NCT04002869","Innovation in Tuberculosis","INNOVA4TB","Unknown status","No Results Available","Tuberculosis","Diagnostic Test: Immunologic, molecular, metabolomic and radiolologic diagnostic","Diagnostic accuracy","Fundació Institut Germans Trias i Pujol|Consorcio Centro de Investigación Biomédica en Red (CIBER)|Umeå University|North-Western State Medical University named after I.I.Mechnikov|INSTITUTUL DE FTIZIOPNEUMOLOGIE CHIRIL DRAGANIUC|ODESA SIGNIFICANT DISEASES CENTER|Vinnitsa National Medical University|SERVICIOS CLINICOS SA|Genome Identification Diagnostics GmbH|EMPE DIAGNOSTICS AB|MAGRITEK GMBH|Universidad de La Frontera","All","1 Month to 99 Years   (Child, Adult, Older Adult)",,"550","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","823854","January 1, 2019","December 31, 2021","December 31, 2022","July 1, 2019",,"February 3, 2021","Institut D'Investigació Germans Trias I Pujol, Badalona, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT04002869"
38,"NCT03255278","Evaluation of the Safety and Immunogenicity of the Recombinant Subunit Vaccine ""GamTBvac"" Against the Tuberculosis.","GamTBvac","Completed","No Results Available","Tuberculosis","Biological: Single GamTBvac vaccination (0.25 dose)|Biological: Placebo administration|Biological: Double GamTBvac vaccination (0.25 dose)|Biological: Double GamTBvac vaccination (0.5 dose)|Biological: Double GamTBvac vaccination (1.0 dose)","The number and severity of adverse effects|immunogenicity control","Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation","All","18 Years to 49 Years   (Adult)","Phase 1","60","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Prevention","GamTBvac Ph1","January 15, 2017","December 13, 2017","December 13, 2017","August 21, 2017",,"December 27, 2017","Sechenov First Moscow State Medical University, Moscow, Russian Federation",,"https://ClinicalTrials.gov/show/NCT03255278"
39,"NCT02680470","Virtual Observed Therapy for Patients With Tuberculosis",,"Completed","No Results Available","Tuberculosis","Device: Virtual observed therapy","Treatment completion rates using VOT compared with historical completion rates.|% Cure from TB treatment|number of VOT actually observed divided by the expected VOT observed|patient satisfaction questionnaire at end of treatment|Mortality","University of Edinburgh|NHS Lothian","All","18 Years and older   (Adult, Older Adult)","Not Applicable","12","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","15/WS/0004","August 2015","May 2017","May 2017","February 11, 2016",,"May 8, 2017","Royal Infirmary of Edinburgh, Edinburgh, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02680470"
40,"NCT06110533","Epidemiological Study of Hospitalized Children for Pulmonary Tuberculosis at Strasbourg University Hospitals","TPE","Recruiting","No Results Available","Pulmonary Tuberculosis",,"Incidence and risk factors for pulmonary tuberculosis in children hospitalized at Strasbourg University Hospital between 2012 and 2022","University Hospital, Strasbourg, France","All","1 Year to 17 Years   (Child)",,"50","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","8907","April 4, 2023","April 2024","April 14, 2024","October 31, 2023",,"October 31, 2023","Centre de Ressources et de Compétences de la Mucoviscidose (CRCM) - CHU de Strasbourg - France, Strasbourg, France",,"https://ClinicalTrials.gov/show/NCT06110533"
41,"NCT05547464","Safety and Immune Responses After Vaccination With Two Investigational RNA-based Vaccines Against Tuberculosis in BCG Vaccinated Volunteers",,"Recruiting","No Results Available","Tuberculosis","Biological: BNT164a1|Biological: BNT164b1|Other: Placebo","Frequency of solicited local reactions (pain, erythema/redness, induration/swelling) at the injection site up to 7 days after each dose|Frequency of solicited systemic reactions (vomiting, diarrhea, headache, fatigue, muscle pain & joint pain, chills, and fever) up to 7 days after each dose|Proportion of participants with at least one adverse event (AE) occurring from each dose to 28 days after each dose|Proportion of participants with at least one unsolicited AE occurring from Dose 1 to 28 days post-Dose 3|Proportion of participants with at least one serious AE or AE of special interest occurring from Dose 1 up to 168 days post-Dose 3|Number of unsolicited AEs from Dose 1 to 28 days post-Dose 3","BioNTech SE","All","18 Years to 55 Years   (Adult)","Phase 1|Phase 2","732","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention","BNT164-02|SANCTR","July 31, 2023","March 2026","February 2027","September 21, 2022",,"April 10, 2024","CAPRISA eThekweni Clinical Research Site, Berea, South Africa|South African Tuberculosis Vaccine Initiative SATVI, Cape Town, South Africa|Africa Health Research Institute (AHRI), Mtubatuba, South Africa|The Aurum Institute Tembisa CRC Clinic 4, Tembisa, South Africa",,"https://ClinicalTrials.gov/show/NCT05547464"
42,"NCT04916899","Safety of doTBal® in Patients With Tuberculosis: Conduction of an Intensive Pharmacovigilance Program",,"Completed","No Results Available","Tuberculosis","Drug: Rifampicin/ Isoniazid/ Pyrazinamide/ Ethambutol","To detect adverse events|Frequency of occurrence of adverse events|Severity of each of the adverse events|Causality of each of the adverse events|Apparatus and systems affected with adverse events|Factors associated with the presentation of adverse events","Laboratorios Silanes S.A. de C.V.","All","12 Years and older   (Child, Adult, Older Adult)",,"47","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","DoTBal_FVI_001","November 2014","September 2016","September 2016","June 8, 2021",,"June 8, 2021","Laboratorio Silanes, S.A. de C.V., Mexico City, Mexico",,"https://ClinicalTrials.gov/show/NCT04916899"
43,"NCT05048381","miRNA in Sweat, a Novel Digital Biomarker for Detection of Active Tuberculosis (TB)",,"Withdrawn","No Results Available","Active Tuberculosis","Diagnostic Test: Next Generation Sequencing","Detection of miRNA (non-coding ribonucleic acid) in sweat|Detection of miRNA (non-coding ribonucleic acid) in blood","University Hospital, Basel, Switzerland|Fachhochschule Nordwestschweiz","All","18 Years and older   (Adult, Older Adult)",,"0","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","2021-01810; am21Eckstein2","September 6, 2021","October 31, 2022","October 31, 2022","September 17, 2021",,"November 1, 2023",,,"https://ClinicalTrials.gov/show/NCT05048381"
