nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT05813782,2023-04-12,"September 3, 2022","August 15, 2023","May 15, 2023",2023-03-23,NA,Interventional,Not Applicable,90,Recruiting,The Effect of Baby Massage on Postpartum Depression and Maternal Attachment in the Postpartum Period: A Randomized Controlled Study,The Effect of Baby Massage on Postpartum Depression and Maternal Attachment
NCT05815433,2023-07-01,"July 1, 2023","December 31, 2024","March 31, 2024",2023-03-15,NA,Interventional,Not Applicable,60,Recruiting,Comparing Impacts of Donor Human Milk to Formula Supplementation on the Gut Microbiome of Full-term Infants Exposed to Antibiotics in Labour: A Pilot Randomized Controlled Trial,Comparing Impacts of Donor Human Milk to Formula Supplementation on the Gut Microbiome of Full-term Infants
NCT05820958,2023-04-19,"January 10, 2021","April 10, 2022","February 14, 2022",2023-03-23,NA,Interventional,Not Applicable,43,Completed,The Influence of Intensified Tactile Contact With a Newborn on the Emotional Transformation of Women After Physiological Delivery,Intensified Tactile Contact With a Newborn Andt Emotional Transformation of the Mother
NCT05821569,2024-01-16,"January 9, 2024","September 15, 2024","September 15, 2024",2023-03-24,NA,Observational,NA,60,Recruiting,"Cerebral Synchronization Between Mothers and Their Newborns During Breastfeeding and Related Oxytocin Response, According to Different Reciprocal Positioning of the Dyad, and Possible Related Benefit for Postpartum Depressive Symptoms",Cerebral Synchronization Between Mothers and Their Newborns During Breastfeeding
NCT05826327,2023-05-25,"May 1, 2023","December 31, 2025","June 30, 2025",2023-03-19,NA,Interventional,Phase 4,364,Recruiting,Effects of Epidural Labor Analgesia With Esketamine on the Incidence of Postpartum Depression and Maternal and Neonatal Outcomes in Parturients With Prenatal Depression,Effects of Epidural Labor Analgesia With Esketamine on the Incidence of Postpartum Depression in Parturients
NCT05830266,2024-04-09,"July 1, 2023",August 2024,May 2024,2023-03-24,NA,Interventional,Not Applicable,64,Recruiting,Mother-infant Bonding in the Brain: Promoting Maternal Mental Health and High-quality Mother-infant Interactions Via a Mindfulness-based Intervention,Mother-infant Bonding in the Brain: a Mindfulness-based Intervention
NCT05830955,2024-03-05,"May 15, 2023","March 5, 2024","March 4, 2024",2023-03-15,NA,Interventional,Not Applicable,57,Completed,"The Effect of Lullaby and Breastmilk Smell on Physiological Parameters, Comfort and Maternal Attachment Levels of Preterm Newborns",The Effect of Lullaby and Breastmilk Smell on Preterm Newborns
NCT05845840,2024-01-17,"May 15, 2023","January 17, 2024","November 21, 2023",2023-04-12,NA,Interventional,Phase 1,41,Completed,"A Phase 1 Randomized, Double-blind, Placebo-controlled, Single Ascending Dose (SAD) Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of BRII-297 in Healthy Adult Subjects",A Study of BRII-297 in Healthy Adult Subjects
NCT05852314,2023-08-25,"July 10, 2023",June 2024,June 2024,2023-05-01,NA,Interventional,Not Applicable,90,Recruiting,Culturally Adapted Manual-Assisted Problem-Solving Intervention for Women With Suicidal Ideation in Postnatal Period in Pakistan: A Feasibility Trial,A Problem-Solving Intervention for Women With Suicidal Ideation During Postnatal Period in Pakistan
NCT05873569,2023-10-30,"October 15, 2023","April 30, 2027","June 30, 2026",2023-05-15,NA,Interventional,Not Applicable,300,Recruiting,Preventing Postpartum Depression Among Immigrant Latinas Though a Virtual Group Intervention,Preventing Postpartum Depression in Immigrant Latinas
NCT05887115,2023-05-23,"March 31, 2023","February 28, 2027","February 28, 2026",2023-04-27,NA,Interventional,Not Applicable,880,Recruiting,Randomized Clinical Trial of Nurse Family Partnership for Women With Previous Live Births,Nurse Family Partnership for Women With Previous Live Births
NCT05891717,2023-12-26,"November 20, 2022","August 1, 2023","July 13, 2023",2023-04-18,NA,Interventional,Not Applicable,36,Completed,"Comparative Effect of Flexibility and Resistance Training on Self-efficacy, Symptoms and Maternal Quality of Life in Postpartum Depression",Comparative Effect of Training on Postpartum Depression
NCT05893485,2023-05-29,"May 15, 2023","March 1, 2026","March 1, 2026",2023-01-17,NA,Interventional,Not Applicable,60,Recruiting,"Physiological and Psychological Effects of Music Therapy in the Pregnant Woman and Fetus, WOMB (Women on Musical Bedrest)",Physiological and Psychological Effects of Music Therapy in the Pregnant Woman and Fetus
NCT05894681,2024-01-24,"October 1, 2022","January 20, 2024","February 16, 2023",2023-02-16,NA,Interventional,Not Applicable,90,"Active, not recruiting",Based on the Watson Model for the Prevention of Postpartum Depression Impact of Psychoeducational Intervention,Psychoeducation in Preventing Postpartum Depression According to Watson
NCT05897619,2023-09-29,"September 19, 2023",May 2025,May 2025,2023-06-01,NA,Interventional,Not Applicable,50,Recruiting,Pilot Trial Assessing Feasibility and Acceptability of a Novel Cognitive Behavioral Skills Mobile App for a Perinatal Population,Feasibility and Acceptability of a Novel Cognitive Behavioral Skills Mobile App for Pregnant and Postpartum Individuals
NCT05907213,2024-02-10,"September 25, 2023",July 2026,December 2025,2023-06-07,NA,Interventional,Phase 1,12,Recruiting,Ketamine Tolerated Dose for Postpartum Depression and Pain After Cesarean Delivery (PREPARE1),Ketamine Tolerated Dose for Postpartum Depression and Pain After Cesarean Delivery
NCT05937867,2023-07-02,"August 31, 2023","October 31, 2025","February 28, 2025",2023-07-02,NA,Interventional,Phase 2,96,Not yet recruiting,"A Randomized, Double-blinded, Placebo-controlled，Phase II Clinical Study to Evaluate the Efficacy and Safety of HS-10353 in Participants With Postpartum Depression",A Phase II Study of HS-10353 in Participants With Postpartum Depression
NCT05949190,2024-03-11,"August 18, 2023",February 2026,February 2026,2023-06-29,NA,Interventional,Not Applicable,1600,Recruiting,Improving Cognition and Gestational Duration With Targeted Nutrition,Improving Cognition and Gestational Duration With Targeted Nutrition
NCT05958095,2023-07-14,"April 1, 2023","August 15, 2023","May 24, 2023",2023-07-14,NA,Interventional,Not Applicable,142,"Active, not recruiting",Supporting Maternal Mental Health and Emotional Regulation (SuMMER): Assessment of the Clinical Effectiveness of a Mobile Application for Patients With Postpartum Depression,Curio Digital Therapy for the Treatment of Post-partum Depression
NCT05997953,2023-08-09,"July 1, 2023","August 1, 2024","June 1, 2024",2023-08-03,NA,Observational,NA,2000,Recruiting,Assessment of the Edinburgh Postnatal Depression Scale as Screening Tool for Postpartum Depression Among Women Delivering at Egyptian Tertiary Care System University Hospital: Prevalence and Risk Factors Analysis,Screening of Postpartum Depression in Egyptian Women
NCT06004232,2023-08-29,July 2024,March 2026,March 2026,2023-08-16,NA,Interventional,Not Applicable,60,Not yet recruiting,Prenatal Yoga to Prevent Postpartum Depression (PRY-D),Prenatal Yoga to Prevent Postpartum Depression
NCT06014892,2023-08-22,"May 25, 2023",June 2026,December 2025,2023-08-11,NA,Interventional,Not Applicable,152,Recruiting,The 4th Trimester Initiative: The Impact of Parental Support on Pregnant Trainee Wellbeing,The 4th Trimester Initiative: The Impact of Parental Support on Pregnant Trainee Wellbeing
NCT06042166,2023-11-03,May 2024,December 2025,December 2025,2023-09-06,NA,Interventional,Not Applicable,21,Not yet recruiting,A Postpartum Adaptation Study of the Connecting and Reflecting Experience Parenting Program,A Postpartum Adaptation Study of the Connecting and Reflecting Experience Parenting Program
NCT06042972,2024-03-16,"September 30, 2023","October 30, 2024","October 30, 2024",2023-09-06,NA,Observational,NA,800,Recruiting,Risk of Maternal Depression From 1 Year to 4 Years Postpartum in Yvelines,Risk of Maternal Depression From 1 Year to 4 Years Postpartum in Yvelines
NCT06046456,2023-09-25,"January 10, 2023",July 2024,July 2024,2023-09-14,NA,Interventional,Not Applicable,146,Recruiting,Prenatal Affective Cognitive Training to Reduce the Risk of Postpartum Depression (PACT): Study Protocol for a Randomized Controlled Trial,Prenatal Affective Cognitive Training to Reduce the Risk of Postpartum Depression (PACT)
NCT06048263,2024-03-25,"May 1, 2024","April 1, 2025","April 1, 2025",2023-08-15,NA,Interventional,Phase 2/Phase 3,25,Not yet recruiting,The Perinatal SMILES (Synergistic Multi-component Intervention to alLeviate dEpressive Symptoms) Case Series. Combining Ketamine and Interpersonal Psychotherapy to Improve Postpartum Mood,The Perinatal Synergistic Multi-component Intervention to alLeviate dEpressive Symptoms. A Case Series
NCT06049433,2023-09-20,"April 4, 2023","September 30, 2025","June 30, 2025",2023-08-23,NA,Interventional,Not Applicable,120,Recruiting,"Prevention of Perinatal Depression Among At-risk Individuals Through Integration of a Multimedia, Web-based Intervention Within the Healthcare System",Maternal Mental Health Access - MaMa
NCT06053515,2024-04-16,"October 9, 2023","June 30, 2026","January 1, 2026",2023-09-15,NA,Interventional,Not Applicable,400,Recruiting,Rosie the Chatbot: Leveraging Automated and Personalized Health Information Communication to Reduce Disparities in Maternal and Child Health,Rosie the Chatbot: Leveraging Automated and Personalized Health Information Communication
NCT06056609,2023-09-20,"August 15, 2022",August 2024,August 2024,2023-09-05,NA,Interventional,Not Applicable,40,Recruiting,Mother and Baby Yoga Study - Investigating the Influence of an Early Postnatal Mother and Baby Yoga Programme on Maternal Mental Health and Relationship With Baby: a Randomised Feasibility Study.,Mother and Baby Yoga Study - Early Postnatal Yoga and Mental Health
NCT06057012,2024-03-21,"September 29, 2023","March 13, 2024","March 13, 2024",2023-09-21,NA,Interventional,Phase 2,11,Completed,"A Phase 2a, Multicenter, Open-label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Descriptive Efficacy of BRII-296 in Adults With Severe Postpartum Depression (PPD)",A Study of BRII-296 in Adults With Severe Postpartum Depression (PPD)
NCT06070168,2024-04-02,"October 7, 2023","March 3, 2024","March 3, 2024",2023-09-30,NA,Interventional,Not Applicable,110,Completed,Determining the Effect of Telephone Counseling Service Provided to Primiparous Mothers on Postpartum Depression,Determining the Effect of Telephone Counseling Service Provided to Primiparous Mothers on Postpartum Depression
NCT06131255,2023-11-08,"January 1, 2024","April 30, 2026","December 1, 2025",2023-04-13,NA,Observational,NA,15,Not yet recruiting,"(""The Role of the Glutamatergic Neurotransmission in Post- Partum Depression: an Integrated Molecular-pharmaco-imaging Study"")","DRACULA1 Partum Depression: an Integrated Molecular-pharmaco-imaging Study"")"
NCT06136520,2023-11-16,"October 26, 2023","July 30, 2024","June 1, 2024",2023-10-26,NA,Interventional,Not Applicable,54,Recruiting,The Effect of Baby Massage Training Given to Pregnant Women on Maternal Attachment and Postpartum Depression: A Randomized Controlled Study,The Effect of Baby Massage Training Given to Pregnant Women on Maternal Attachment and Postpartum Depression
NCT06144294,2024-02-20,June 2024,June 2029,June 2028,2023-11-16,NA,Interventional,Not Applicable,240,Not yet recruiting,Whole-Body Hyperthermia for Mood and Anxiety Disorders,Whole-Body Hyperthermia for Mood and Anxiety Disorders
NCT06148831,2024-03-20,"January 8, 2024",December 2028,December 2027,2023-11-09,NA,Interventional,Not Applicable,400,Recruiting,Carrying for the Culture: RCT,Carrying for the Culture
NCT06207916,2024-01-05,"September 1, 2021","January 31, 2022","January 31, 2022",2024-01-05,NA,Observational,NA,619,Completed,International Survey of Childbirth-Related Trauma - Swedish Part,International Survey of Childbirth-Related Trauma - Swedish Part
NCT06208852,2024-01-05,"June 29, 2023","November 18, 2025","November 18, 2025",2023-12-21,NA,Interventional,Not Applicable,40,Recruiting,The Social Media-Based Parenting Program for Women With Postpartum Depressive Symptoms: Virtual Patient Navigation During a Pandemic,Virtual Patient Navigation During a Pandemic
NCT06221280,2024-01-15,"November 1, 2023","July 1, 2024","May 1, 2024",2024-01-15,NA,Interventional,Not Applicable,60,Enrolling by invitation,Effects of Transversus Abdominis and Erector Spina Plane Blocks on Post-Cesarean Pain Control and Postpartum Depression,Effects of Nerve Blocks on Pain After Caesarean Section and Postpartum Depression
NCT06231602,2024-02-01,"February 1, 2024","December 31, 2024","December 31, 2024",2024-01-21,NA,Observational,NA,500,Not yet recruiting,The Relationship Between Maternal Perinatal Depression and Feeding Behavior Among Primiparas,The Relationship Between Maternal Perinatal Depression and Feeding Behavior Among Primiparas
NCT06237569,2024-01-24,"June 1, 2024","September 1, 2024","August 1, 2024",2024-01-12,NA,Observational [Patient Registry],NA,150,Not yet recruiting,Effects of Low Dose ketamıne on Postpartum Depression During Caesarean Sections,Dose Low Dose Ketamine in Casesarian
NCT06242717,2024-02-21,"November 9, 2023","December 31, 2024","December 31, 2024",2023-11-08,NA,Observational,NA,550,Recruiting,Postpartum Screening for Anxiety and Comorbid Conditions: A Prospective British Columbia Cohort Study,Postpartum Screening for Anxiety and Comorbid Conditions
NCT06246214,2024-01-30,"January 4, 2024",May 2027,May 2027,2024-01-30,NA,Interventional,Phase 2/Phase 3,150,"Active, not recruiting",Innovations in Biological Rhythms in the Context of Mental Health: Effectiveness of New Technologies and Exposure to Different Lighting Patterns in Women During the Postpartum Period,From Prevention to Treatment: How Biological Rhythms Can Maintain Perinatal Mental Health
NCT06250933,2024-02-01,"January 10, 2024","June 26, 2024","March 27, 2024",2024-01-08,NA,Interventional,Not Applicable,64,Recruiting,"The Effect of Nursing Approach Grounded in Meleis's Transition Theory on Postpartum Depression, Maternal Self-Efficacy, and Breastfeeding Self-Efficacy in Women Experiencing Preterm Birth","The Meleis Theory on Postpartum Depression, Breastfeeding, and Maternal Self-Efficacy in Women Experiencing Preterm Birth"
NCT06252155,2024-02-09,"May 2, 2023","January 18, 2024","May 4, 2023",2024-02-01,NA,Interventional,Not Applicable,82,Completed,The Effect of Music Played to Newborn Mothers on Postpartum Blues: Randomized Controlled Study,The Effect of Music Played to Newborn Mothers on Postpartum Blues
NCT06253390,2024-02-02,"January 10, 2024",December 2028,June 2028,2024-02-02,NA,Interventional,Not Applicable,96,Recruiting,Effect of the Metacognitive Training Programme (D-MCT) in Patients With Peripartum Depression,New Cognitive Treatment for Peripartum Depression
NCT06253676,2024-02-02,April 2024,August 2026,February 2026,2024-02-02,NA,Interventional,Not Applicable,120,Not yet recruiting,Sensing Technologies for Maternal Depression Treatment in Low-Resource Settings,Sensing Technologies for Maternal Depression Treatment in Low-Resource Settings
NCT06258655,2024-02-13,"March 16, 2021","February 12, 2024","December 30, 2023",2023-02-03,NA,Interventional,Not Applicable,500,Recruiting,The Change Mechanisms of the Close Collaboration With Parents Intervention and the Adaptability of the Intervention in the Estonian Context,The Effect of the Close Collaboration With Parents Intervention - Estonian Study
NCT06273423,2024-02-15,October 2024,June 2025,May 2025,2024-02-08,NA,Interventional,Not Applicable,40,Not yet recruiting,A Feasibility Randomized Controlled Evaluation of a Mind-Body Dance Fitness Program for Improving Symptoms of Postpartum Depression,Feasibility Evaluation of a Dance Fitness Program
NCT06275217,2024-02-15,"January 8, 2021","December 31, 2025","July 15, 2025",2024-01-17,NA,Interventional,Not Applicable,198,Recruiting,The Effects of a Mindful Yoga Program on Mood Symptoms and Stress for Postpartum Women With Depressive Symptoms: a Randomized Controlled Clinical Trial,Mindful Yoga for Postpartum Depression
NCT06276647,2024-02-28,"February 20, 2024","May 31, 2025","February 15, 2025",2024-02-07,NA,Interventional,Not Applicable,214,Recruiting,Improving Health Outcomes and Equity by Targeting Postpartum Mothers at Highest Risk: a Pilot Randomized Control Trial,Improving Health Outcomes and Equity by Targeting Postpartum Mothers at Highest Risk
NCT06277661,2024-04-08,"May 1, 2024","May 30, 2028","June 30, 2027",2024-02-07,NA,Interventional,Not Applicable,384,Not yet recruiting,The Mom and Infant Outcomes (MOMI) Study: A Trial of Perinatal Outpatient Delivery Systems,The Mom and Infant Outcomes (MOMI) Study
NCT06282419,2024-02-29,"August 21, 2023","December 31, 2025","March 31, 2024",2024-02-02,NA,Interventional,Not Applicable,132,Recruiting,"The Effect of Visual and Auditory Stimuli Presented to Expectant Fathers on Mothers' Postpartum Breastfeeding Success, Perception of Partner Support and Postpartum Depression",The Effect of Visual and Audio Stimulus Offered to Father-to-be
NCT06285916,2024-02-22,February 2024,March 2026,February 2026,2024-02-17,NA,Interventional,Phase 2,90,Not yet recruiting,"A Randomized, Placebo-Controlled, Double-Blinded, Phase 2 Study to Evaluate the Efficacy, Safety, and Tolerability of Oral NORA520 in Female Adults With Severe Postpartum Depression","A Study to Assess the Efficacy, Safety, and Tolerability of Oral NORA520 in Adults With Severe Postpartum Depression"
NCT06293274,2024-03-21,"January 1, 2024","May 30, 2024","March 30, 2024",2024-02-27,NA,Interventional,Not Applicable,140,Recruiting,The Effect of Discharge Education on Maternity Blues and Postpartum Depression,The Importance of Discharge Education for Mommy Blues
NCT06301087,2024-03-13,"May 1, 2022","February 8, 2024","February 8, 2024",2024-03-01,NA,Observational,NA,55618,Completed,An Observational Cross-Sectional Study of Early Detection of 5 Neurodevelopmental Disorders of Children and Prevention of Postnatal Depression by Mobile Health App,Early Detection Neurodevelopmental Disorders of Children and Prevention of Postnatal Depression by Mobile Health App
NCT06305325,2024-03-09,"September 23, 2018","February 22, 2020","November 22, 2019",2024-03-05,NA,Interventional,Not Applicable,106,Completed,"eHealth Antenatal Coparenting Intervention to Prevent Postpartum Depression Among Primiparous Women, Karachi, Pakistan: A Pilot Randomized Controlled Trial",Coparenting Intervention to Prevent Postpartum Depression
NCT06310720,2024-03-07,March 2024,December 2024,December 2024,2024-03-07,NA,Interventional,Not Applicable,150,Not yet recruiting,You Matter: Using Video Education to Improve Patient Knowledge of Severe Maternal Morbidity Warning Signs in High Risk Populations,Postpartum Video Education in High Risk Populations
NCT06316193,2024-03-11,"April 15, 2024","October 15, 2025","April 15, 2025",2024-03-02,NA,Observational,NA,15,Not yet recruiting,The Use of the Diary in Neonatal Pathology: a Mixed-method Study for Collecting and Analyzing the Experience of Parents and Health Care Personnel.,The Use of the Diary in Neonatal Pathology: a Mixed-method Study for Collecting and Analyzing the Experience of Parents and Health Care Personnel.
NCT06342310,2024-04-01,May 2024,June 2025,May 2025,2024-03-26,NA,Interventional,Phase 2,72,Not yet recruiting,"A Multicenter, Randomized, Double-Blind, Parallel-Group Dose-Controlled Study Evaluating the Safety and Efficacy of RE104 for Injection in the Treatment of Patients With Postpartum Depression (PPD)",RE104 Safety and Efficacy Study in Postpartum Depression
NCT06348316,2024-03-30,"September 30, 2023","July 30, 2024","April 2, 2024",2024-03-30,NA,Interventional,Not Applicable,136,Recruiting,The Effect of Early Half Swaddling and Kangaroo Care Practices on Maternal Sleep Quality and Postpartum Depression in Term Babies: Randomized Controlled Study,Early Half Swaddling and Kangaroo Care Practices on Maternal Sleep Quality and Postpartum Depression in Term Babies
NCT06355375,2024-04-04,"March 22, 2024","December 1, 2025","January 1, 2025",2024-03-22,NA,Interventional,Not Applicable,398,Recruiting,Exercise in Pregnancy and Risk of Postpartum Depression,Exercise in Pregnancy and Risk of Postpartum Depression
